bechdel_ID,title,bechdel_score,bechdel_pass,rating_year,movie_info_ID
1892,Australia (2008),2,0,2011,6060.0
1893,Yogi Bear (2010),0,0,2011,
1894,Snakes on a Plane (2006),3,1,2011,4216.0
1895,My Cousin Vinny (1992),1,0,2011,8937.0
1896,"King of Comedy, The (1982)",1,0,2011,
1897,Songcatcher (2000),3,1,2011,
1898,Miss Potter (2006),3,1,2011,
1899,How About You (2007),3,1,2011,
1900,Clockwatchers (1997),3,1,2011,
1901,Greenfingers (2000),3,1,2011,
1902,84 Charing Cross Road (1987),3,1,2011,
1904,Spy Kids (2001),3,1,2011,2154.0
1905,Spy Kids 2: Island of Lost Dreams (2002),3,1,2011,
1906,Spy Kids 3-D: Game Over (2003),3,1,2011,
1907,"Adventures of Sharkboy and Lavagirl 3-D, The (2005)",1,0,2011,
1910,Running with Scissors (2006),3,1,2011,
1911,A Fish Called Wanda (1988),3,1,2011,6867.0
1912,Ashes of Time Redux (2008),1,0,2011,
1913,Danny the dog (2005),1,0,2011,
1914,Police Academy: Mission to Moscow (1994),1,0,2011,4978.0
1915,Killshot (2008),1,0,2011,
1916,"Day the Earth Stood Still, The (1951)",3,1,2011,
1917,Everybody&#39;s Fine (2009),2,0,2011,
1918,"Four-Faced Liar, The (2010)",3,1,2011,
1920,Ed Wood (1994),3,1,2011,
1921,Kao (Face) (2000),3,1,2011,
1922,"Sisterhood of the Traveling Pants, The (2005)",3,1,2011,
1923,Never Let Me Go (2010),3,1,2011,9826.0
1924,"Green Hornet, The (2011)",1,0,2011,
1925,Auf der anderen Seite (2007),3,1,2011,
1926,Shakespeare in Love (1998),3,1,2011,
1927,Southland Tales (2006),3,1,2011,
1928,Predator (1987),0,0,2011,839.0
1929,Jack and the Beanstalk (2010),1,0,2011,
1930,Gunless (2010),2,0,2011,
1931,Mean Girls 2 (2011),3,1,2011,3558.0
1932,"Phantom Tollbooth, The (1970)",1,0,2011,
1933,"Client List, The (2010)",2,0,2011,
1934,Fast Times at Ridgemont High (1982),2,0,2011,
1935,White Hunter Black Heart (1990),1,0,2011,
1936,"Scouting Book for Boys, The (2009)",2,0,2011,
1938,Trigger (2010),3,1,2011,
1939,5 Centimeters Per Second (2007),1,0,2011,
1940,"Princess and the Cobbler, The (1993)",0,0,2011,
1941,Mr. Bug Goes to Town (1941),1,0,2011,
1942,Quest for Camelot (1998),3,1,2011,3911.0
1943,Spirit: Stallion of the Cimarron (2002),1,0,2011,707.0
1944,Treasure Planet (2002),3,1,2011,1519.0
1945,Meet the Robinsons (2007),1,0,2011,1843.0
1947,Cats Don&#39;t Dance (1997),3,1,2011,
1948,Perfect Blue (1998),3,1,2011,
1949,"Black Cauldron, The (1985)",3,1,2011,
1950,Millennium Actress (2001),2,0,2011,
1951,Mrs Palfrey at The Claremont (2005),3,1,2011,
1953,"Cocoanuts, The (1929)",2,0,2011,
1954,"Manchurian Candidate, The (1962)",1,0,2011,
1955,I Walked with a Zombie (1943),3,1,2011,
1956,"Last Flight, The (1931)",0,0,2011,
1957,A Hard Day&#39;s Night (1964),1,0,2011,
1958,"Hustler, The (1961)",0,0,2011,
1959,"Sky&#39;s the Limit, The (1943)",1,0,2011,
1960,Wild Oranges (1924),0,0,2011,
1961,Safety Last! (1923),0,0,2011,9741.0
1962,Welcome Danger (1929),0,0,2011,
1963,Speedy (1928),0,0,2011,
1964,"Kid Brother, The (1927)",0,0,2011,
1965,20000 Leagues Under the Sea (1954),0,0,2011,
1966,For Heaven&#39;s Sake (1926),0,0,2011,
1967,Why Worry? (1923),0,0,2011,
1968,"Circus, The (1928)",0,0,2011,
1969,"Lost Patrol, The (1934)",0,0,2011,
1970,"Cameraman, The (1928)",0,0,2011,
1971,"Steamboat Bill, Jr. (1928)",0,0,2011,
1972,"Racket, The (1928)",0,0,2011,
1973,"Flying Deuces, The (1939)",0,0,2011,
1974,Pardon Us (1931),0,0,2011,
1975,A Chump at Oxford (1940),0,0,2011,
1977,Beggars of Life (1928),0,0,2011,
1978,Go West (1925),0,0,2011,
1979,"Power of the Press, The (1928)",1,0,2011,
1980,A Girl in Every Port (1928),0,0,2011,
1981,A Tale of Two Cities (1917),3,1,2011,
1982,Nevada (1927),0,0,2011,
1983,"Age of Consent, The (1932)",2,0,2011,
1984,Charade (1963),2,0,2011,7436.0
1986,"Set-Up, The (1949)",0,0,2011,
1987,Sahara (1943),0,0,2011,
1988,Guadalcanal Diary (1943),0,0,2011,
1989,"Enemy Below, The (1957)",0,0,2011,
1990,Lord of the Flies (1963),0,0,2011,9420.0
1991,Pollyanna (1920),3,1,2011,
1992,Mr. Deeds Goes to Town (1936),3,1,2011,
1993,Rebecca of Sunnybrook Farm (1917),3,1,2011,
1994,"Poor Little Rich Girl, The (1917)",3,1,2011,
1995,"Apartment, The (1960)",3,1,2011,
1996,Tarzan of the Apes (1918),3,1,2011,
1997,Le divorce (2003),3,1,2011,
1998,"Silent Command, The (1923)",2,0,2011,
1999,Superman (1978),1,0,2011,1890.0
2000,Supergirl (1984),3,1,2011,6983.0
2001,"Man from Beyond, The (1922)",1,0,2011,
2002,Tekkon kinkurito (2006),0,0,2011,
2003,Cleopatra (1912),2,0,2011,
2004,Isle of the Dead (1945),3,1,2011,
2005,"Invaders, The (1912)",0,0,2011,
2006,Restrepo (2010),0,0,2011,
2007,Stella Maris (1918),3,1,2011,
2008,Gretchen the Greenhorn (1916),3,1,2011,
2009,"Navigator, The (1924)",0,0,2011,
2010,My Best Girl (1927),3,1,2011,
2011,Sherlock Jr. (1924),0,0,2011,
2012,"Freshman, The (1925)",0,0,2011,
2013,"Patsy, The (1928)",3,1,2011,
2014,Lady Windermere&#39;s Fan (1916),3,1,2011,
2015,A Romance of the Redwoods (1917),0,0,2011,
2016,Girl Shy (1924),0,0,2011,
2017,While the City Sleeps (1928),2,0,2011,
2020,Manhandled (1924),3,1,2011,
2021,"Man Who Laughs, The (1928)",2,0,2011,
2022,Mad Money (2008),3,1,2011,8450.0
2023,Some Like It Hot (1959),3,1,2011,3730.0
2024,"Call of Cthulhu, The (2005)",0,0,2011,
2026,Nacho Libre (2006),0,0,2011,1614.0
2027,Paul (2011),3,1,2011,1674.0
2029,House of Games (1987),3,1,2011,
2030,Not One Less (Yi ge dou bu neng shao) (1999),3,1,2011,
2031,Cries and Whispers (Viskningar och rop) (1972),3,1,2011,
2032,Closer (2004),3,1,2011,
2033,"Fighter, The (2010)",2,0,2011,
2035,"Terminal, The (2004)",1,0,2011,
2036,"Prestige, The (2006)",1,0,2011,
2037,Brokeback Mountain (2005),2,0,2011,
2038,City of God (2002),1,0,2011,2114.0
2039,Psycho (1960),3,1,2011,1933.0
2040,Rope (1948),0,0,2011,
2041,My Summer of Love (2004),3,1,2011,
2042,Crossing Over (2009),3,1,2011,8590.0
2043,"Seventh Seal, The (1957)",1,0,2011,
2044,Goodbye Lenin! (2003),3,1,2011,
2045,Torment (1944),0,0,2011,
2046,Simple Simon (2010),1,0,2011,
2047,Lemony Snicket&#39;s A Series of Unfortunate Events (2004),3,1,2011,
2048,"Blind Side, The (2009)",2,0,2011,
2049,Welcome to the Rileys (2010),3,1,2011,
2050,Requiem for a Dream (2000),3,1,2011,
2051,"Illusionist, The (2010)",0,0,2011,
2052,"Place in Between, The (2010)",3,1,2011,
2053,Quest for Fire (1981),1,0,2011,
2054,Marketa Lazarova (1967),1,0,2011,
2055,Bal (2010),0,0,2011,
2056,Sut (2008),1,0,2011,
2057,Times and Winds (2006),3,1,2011,
2058,"X Files, The (1998)",3,1,2011,
2059,Biutiful (2010),1,0,2011,
2060,Apollo 13 (1995),3,1,2011,5022.0
2061,Little Shop of Horrors (1986),1,0,2011,
2062,Polyester (1981),3,1,2011,
2063,I Am Number Four (2011),1,0,2011,1314.0
2064,Inventory (2011),3,1,2011,
2066,"Eagle, The (2011)",0,0,2011,
2068,Any Which Way You Can (1980),1,0,2011,7053.0
2069,Daisies (1966),3,1,2011,
2070,Peggy Sue Got Married (1986),3,1,2011,
2071,Boys on the Side (1995),3,1,2011,
2072,Lord of War (2005),2,0,2011,
2073,"Great Muppet Caper, The (1981)",3,1,2011,
2074,"&#39;Burbs, The (1989)",1,0,2011,
2075,Gulliver&#39;s Travels Beyond the Moon (1965),0,0,2011,
2076,Love &amp; Pop (1998),3,1,2011,
2077,Butch Cassidy and the Sundance Kid (1969),1,0,2011,
2078,Damn Bastard! (2008),0,0,2011,
2079,Easy Rider (1969),1,0,2011,6807.0
2080,Immortal (Ad Vitam) (2004),3,1,2011,
2081,Manic (2001),3,1,2011,
2082,American Violet (2008),3,1,2011,
2083,Bonnie and Clyde (1967),3,1,2011,6552.0
2084,Confessions (Kokuhaku) (2010),3,1,2011,
2086,"Hunchback of Notre Dame, The (1939)",0,0,2011,
2087,When Michael Calls (1972),2,0,2011,
2088,Blue Valentine (2010),2,0,2011,4632.0
2090,"Legend of Suriyothai, The (2001)",3,1,2011,
2091,"Computer Wore Tennis Shoes, The (1969)",1,0,2011,
2092,Star! (1968),3,1,2011,
2093,"Spy Next Door, The (2010)",3,1,2011,
2094,S&eacute;raphine (2008),3,1,2011,
2095,Imitation of Life (1959),3,1,2011,
2097,"League of Extraordinary Gentlemen, The (2003)",0,0,2011,
2098,"Snake Pit, The (1948)",3,1,2011,
2099,"Asphalt Jungle, The (1950)",1,0,2011,
2101,Eve&#39;s Bayou (1997),3,1,2011,
2102,Shock Corridor (1963),0,0,2011,
2103,How I ended this summer (2010),0,0,2011,
2104,Hellfighters (1968),2,0,2011,
2105,Storm (2009),3,1,2011,
2106,Beyond Silence (Jenseits der Stille) (1996),3,1,2011,
2108,Real Women Have Curves (2002),3,1,2011,
2109,"Good Guy, The (2009)",3,1,2011,
2110,Triple Dog (2010),3,1,2011,
2111,Watching the Detectives (2007),1,0,2011,
2112,And Soon the Darkness (2010),3,1,2011,
2113,It&#39;s Kind of a Funny Story (2010),1,0,2011,
2114,Kaboom (2010),3,1,2011,
2116,Seven Pounds (2008),3,1,2011,
2117,"Architect, The (2006)",3,1,2011,
2118,Coco Chanel (2008),3,1,2011,
2119,Certified Copy (2010),3,1,2011,
2120,Rango (2011),1,0,2011,1065.0
2121,Eat Drink Man Woman (1994),3,1,2011,
2122,Battle: Los Angeles (2011),1,0,2011,1215.0
2123,Bridesmaids (2011),3,1,2011,5010.0
2125,"Girl Who Kicked the Hornets&#39; Nest, The (2009)",3,1,2011,
2126,Last Train Home (2009),3,1,2011,
2127,Ondine (2009),3,1,2011,
2128,Enchanted April (1992),3,1,2011,
2129,Dear John (2010),0,0,2011,3997.0
2130,30 Days of Night (2007),2,0,2011,3399.0
2131,28 Weeks Later (2007),3,1,2011,2418.0
2134,Suck (2009),1,0,2011,
2135,Red Riding Hood (2011),3,1,2011,2955.0
2136,Beastly (2011),1,0,2011,7228.0
2137,Beautiful Creatures (2000),3,1,2011,
2138,Elizabeth (1998),3,1,2011,7984.0
2139,Buffalo &#39;66 (1998),1,0,2011,
2140,Alfie (1966),1,0,2011,
2142,Resurrection (1980),1,0,2011,
2143,Das Boot (1981),0,0,2011,
2144,Exodus (1960),3,1,2011,
2145,S.W.A.T.: Firefight (2011),1,0,2011,5866.0
2146,Wake Wood (2011),3,1,2011,
2148,Hedwig and the Angry Inch (2001),3,1,2011,
2149,"Girl Who Played with Fire, The (2009)",3,1,2011,
2150,Big Trouble in Little China (1986),3,1,2011,4287.0
2151,Blade II (2002),1,0,2011,3393.0
2152,Enemy Mine (1985),0,0,2011,
2154,Set It Off (1996),3,1,2011,
2155,"Lincoln Lawyer, The (2011)",1,0,2011,
2156,Pretty Woman (1990),3,1,2011,2656.0
2157,Barbarella (1968),3,1,2011,4649.0
2158,Them! (1954),1,0,2011,8615.0
2159,Harold and Maude (1971),3,1,2011,
2161,Source Code (2011),1,0,2011,3025.0
2162,Limitless (2011),1,0,2011,874.0
2163,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",3,1,2011,6311.0
2164,Superman/Batman: Apocalypse (2010),3,1,2011,4534.0
2166,TiMER (2009),2,0,2011,
2167,Dead Like Me (2003),3,1,2011,
2170,Music and Lyrics (2007),3,1,2011,
2171,Barbie as Rapunzel (2002),0,0,2011,
2174,Tournament (2009),0,0,2011,
2175,Room in Rome (2010),3,1,2011,3277.0
2176,Jackie Brown (1997),3,1,2011,
2177,Faster (2010),0,0,2011,
2178,"Heavy, The (2010)",0,0,2011,
2179,Hanna (2011),3,1,2011,5874.0
2180,"Double Life of Veronique, The (1991)",3,1,2011,
2181,Window in the Window (1944),1,0,2011,
2182,"Trial, The (1993)",1,0,2011,
2183,"Trial, The (1962)",1,0,2011,
2185,Your Highness (2011),1,0,2011,
2188,Incendies (2010),3,1,2011,
2189,Submarine (2010),1,0,2011,
2190,Due Date (2010),1,0,2011,3768.0
2191,Run Lola Run (1998),3,1,2011,
2192,For 80 Days (2010),3,1,2011,
2193,Daredevil (2003),0,0,2011,4034.0
2194,Arthur (2011),2,0,2011,7614.0
2195,Scream 4 (2011),3,1,2011,671.0
2196,J&#39;ai tu&eacute; ma m&egrave;re (2009),2,0,2011,
2197,Memento Mori (1999),3,1,2011,
2198,A Bug&#39;s Life (1998),3,1,2011,
2199,Hula Girls (2006),3,1,2011,
2200,Barney&#39;s Version (2010),3,1,2011,
2201,Hop (2011),2,0,2011,2557.0
2202,Oranges and Sunshine (2010),3,1,2011,
2203,Goodbye Solo (2008),1,0,2011,
2204,Band of Outsiders (1964),3,1,2011,
2205,Rio (2011),1,0,2011,917.0
2206,Meek&#39;s Cutoff (2010),2,0,2011,
2207,Year of the dog (2007),3,1,2011,
2208,Grace of my heart (1996),3,1,2011,
2209,Muriel&#39;s Wedding (1994),3,1,2011,
2210,Mina Tannenbaum (1994),3,1,2011,
2214,Alice Doesn&#39;t Live Here Anymore (1974),3,1,2011,
2215,Bagdad Cafe (1987),3,1,2011,
2216,Salmonberries (1991),3,1,2011,
2218,I&#39;ve Heard the Mermaids Singing (1987),3,1,2011,
2219,"Wrong Man, The (1956)",1,0,2011,
2221,Emma (1996),3,1,2011,
2222,"Good Girl, The (2002)",3,1,2011,
2223,Taxi Driver (1976),1,0,2011,1621.0
2224,"Godfather, The (1972)",2,0,2011,
2226,Once Upon a Time in the West (1968),1,0,2011,
2227,Apocalypse Now (1979),0,0,2011,2446.0
2228,North By Northwest (1959),1,0,2011,
2229,King Kong (1933),0,0,2011,5235.0
2231,Little Women (1933),3,1,2011,
2232,Little Women (1949),3,1,2011,
2233,Me and You and Everyone We Know (2005),3,1,2011,
2234,"Circle, The (2000)",3,1,2011,
2236,L.A. Confidential (1997),1,0,2011,5349.0
2237,Chinatown (1974),2,0,2011,4246.0
2239,"Box, The (2009)",3,1,2011,
2241,"Draughtsman&#39;s Contract, The (1982)",2,0,2011,
2242,Darkman (1990),0,0,2011,
2243,Wings of Desire (1987),0,0,2011,
2244,Akira (1988),1,0,2011,
2245,Conviction (2010),3,1,2011,
2246,Rabbit Hole (2010),3,1,2011,
2247,Out of Sight (1998),2,0,2011,7555.0
2248,Arranged (2007),3,1,2011,
2249,Sideways (2004),3,1,2011,9302.0
2250,"Witches of Eastwick, The (1987)",3,1,2011,
2251,Smithereens (1982),3,1,2011,
2252,Thor (2011),3,1,2011,511.0
2254,Enron: The Smartest Guys in the Room (2005),1,0,2011,
2255,Breathless (1983),0,0,2011,
2256,Casbah (1948),1,0,2011,
2257,Bi the Way (2008),3,1,2011,
2258,My Last Five Girlfriends (2009),3,1,2011,
2259,Phoebe in Wonderland (2008),3,1,2011,
2260,I&#39;m Reed Fish (2006),2,0,2011,
2261,Camp Rock 2: The Final Jam (2010),3,1,2011,6027.0
2262,In the Cut (2003),3,1,2011,
2263,Two Weeks Notice (2002),3,1,2011,
2264,Potiche (2010),3,1,2011,
2265,Fast Five (2011),3,1,2011,6852.0
2266,Garden State (2004),3,1,2011,
2267,Rocky (1976),1,0,2011,
2268,xXx (2002),1,0,2011,2546.0
2269,Zombie Strippers! (2008),3,1,2011,5321.0
2270,Wedding Crashers (2005),3,1,2011,5141.0
2271,Takers (2010),1,0,2011,5166.0
2272,"Lottery, The (2010)",3,1,2011,
2273,Get Low (2009),1,0,2011,
2274,Hamlet 2 (2008),3,1,2011,
2275,No Strings Attached (2011),3,1,2011,1906.0
2276,"Help, The (2011)",3,1,2011,
2277,Bonneville (2006),3,1,2011,
2278,Cannibal Holocaust (1980),1,0,2011,2002.0
2280,Insidious (2010),3,1,2011,
2282,Watership Down (1978),1,0,2011,
2283,Downhill Racer (1969),0,0,2011,
2284,"China Syndrome, The (1979)",3,1,2011,
2286,"Last Picture Show, The (1971)",2,0,2011,
2287,"Egg and I, The (1947)",3,1,2011,
2288,Super (2010),1,0,2011,
2289,Hesher (2011),1,0,2011,
2290,Red Eye (2005),3,1,2011,4801.0
2291,Shopgirl (2005),2,0,2011,
2292,Domino (2005),3,1,2011,10100.0
2294,Sabrina (1954),3,1,2011,
2296,An Angel at My Table (1990),3,1,2011,
2297,Dreamland (2006),3,1,2011,
2298,"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean (1982)",3,1,2011,
2299,Mr. Accident (2000),3,1,2011,
2300,"Fuller Brush Man, The (1948)",1,0,2011,
2301,Sweet Smell of Success (1957),1,0,2011,
2302,Fandango (1985),0,0,2011,
2303,Waterworld (1995),2,0,2011,3505.0
2304,Brief Interviews With Hideous Men (2009),0,0,2011,
2305,Everything Must Go (2010),1,0,2011,
2306,Forbidden Planet (1956),0,0,2011,
2307,For Colored Girls (2010),3,1,2011,
2308,End of August at the Hotel Ozone (1966),3,1,2011,
2310,Melancholia (2011),3,1,2011,4236.0
2311,American Pie (1999),2,0,2011,1050.0
2312,Pirates of the Caribbean: On Stranger Tides (2011),1,0,2011,299.0
2313,"Bonfire of the Vanities, The (1990)",2,0,2011,
2314,"Money Pit, The (1986)",2,0,2011,
2315,Barton Fink (1991),1,0,2011,6598.0
2316,"Sting, The (1973)",1,0,2011,
2317,Barry Lyndon (1975),1,0,2011,6664.0
2318,"Big Kahuna, The (1999)",0,0,2011,
2319,Far from Heaven (2002),3,1,2011,
2320,A Tale of Two Sisters (2003),3,1,2011,2336.0
2321,Batman: Under the Red Hood (2010),1,0,2011,3914.0
2322,Late Marriage (2001),2,0,2011,
2323,Napoleon Dynamite (2004),1,0,2011,9494.0
2325,Water for Elephants (2011),1,0,2011,
2326,Black Robe (1991),1,0,2011,
2327,"Jerk, The (1979)",1,0,2011,
2328,Casino Jack (2010),1,0,2011,
2329,"Human Resources Manager, The (2010)",1,0,2011,
2330,"Paradine Case, The (1947)",2,0,2011,
2331,Deception (2008),1,0,2011,8592.0
2332,Harry Potter and the Chamber of Secrets (2002),3,1,2011,175.0
2333,Harry Potter and the Prisoner of  Azkaban (2004),3,1,2011,
2334,Harry Potter and the Goblet of Fire (2005),1,0,2011,199.0
2335,Finder&#39;s Fee (2001),1,0,2011,
2336,Where the Wild Things Are (2009),1,0,2011,2173.0
2337,Steam of Life (2010),0,0,2011,
2338,Repulsion (1965),3,1,2011,
2339,A Guide to Recognizing Your Saints (2006),1,0,2011,
2340,"Good Shepherd, The (2006)",0,0,2011,
2341,King of California (2007),1,0,2011,
2342,What Doesn&#39;t Kill You (2008),1,0,2011,
2343,Mr Vampire (Geung si sin sang) (1985),1,0,2011,
2344,Diabolique (1955),3,1,2011,
2345,"Birds, The (1963)",3,1,2011,
2346,Magnolia (1999),3,1,2011,8041.0
2347,Boogie Nights (1997),3,1,2011,
2348,Uncertainty (2009),3,1,2011,
2349,Passion Fish (1992),3,1,2011,
2350,Crooklyn (1994),3,1,2011,
2351,Cinderella Man (2005),2,0,2011,5380.0
2352,Ran (1985),1,0,2011,
2353,Henry V (1989),3,1,2011,
2355,Too Big to Fail (2011),1,0,2011,9841.0
2356,"Hangover Part 2, The (2011)",1,0,2011,
2357,"Loss of a Teardrop Diamond, The (2008)",3,1,2011,
2358,&#39;Tamara Drewe&#39; (2010),3,1,2011,
2359,Half Nelson (2006),3,1,2011,
2360,A Scanner Darkly (2006),1,0,2011,10015.0
2361,Dead Poets Society (1989),1,0,2011,2024.0
2362,Roberta (1935),3,1,2011,
2363,Born to Dance (1936),3,1,2011,
2364,"Signal, The (2007)",2,0,2011,
2365,Hard Ticket to Hawaii (1987),3,1,2011,
2366,Safe (1995),3,1,2011,
2367,Silent Movie (1976),1,0,2011,
2368,"Tree of Life, The (2011)",0,0,2011,
2369,Nana (2005),3,1,2011,
2370,X-Men: First Class (2011),3,1,2011,
2371,Gone Baby Gone (2007),3,1,2011,8011.0
2372,At the Circus (1939),2,0,2011,
2373,"Day the Sky Exploded, The (1958)",1,0,2011,
2374,Epoch (2001),1,0,2011,
2375,"War of the Worlds, The (1953)",1,0,2011,
2376,Jane Eyre (2011),3,1,2011,8131.0
2377,Fade to Black (1980),3,1,2011,
2378,G-Force (2009),1,0,2011,6443.0
2379,Bimbos B.C. (1990),3,1,2011,
2380,Thirteen (2003),3,1,2011,3813.0
2381,Undead (2003),3,1,2011,
2382,A Day at the Races (1937),2,0,2011,
2383,Horse Feathers (1932),1,0,2011,
2384,Monkey Business (1931),1,0,2011,
2385,"Americanization of Emily, The (1964)",2,0,2011,
2386,Team America: World Police (2004),2,0,2011,7348.0
2387,Rumble Fish (1983),2,0,2011,
2388,Super 8 (2011),3,1,2011,1983.0
2390,Thunderball (1965),2,0,2011,
2391,Avanti! (1972),3,1,2011,
2393,Urbania (2000),1,0,2011,
2394,Dolores Claiborne (1995),3,1,2011,7441.0
2395,Volcano (1997),3,1,2011,5188.0
2396,Cracks (2009),3,1,2011,9712.0
2397,Viva Riva! (2010),3,1,2011,
2398,Happy Endings (2005),3,1,2011,
2399,"Groove Tube, The (1974)",1,0,2011,
2400,You Only Live Twice (1967),1,0,2011,3568.0
2401,Fast &amp; Furious (2009),1,0,2011,
2402,Big Fish (2003),1,0,2011,
2403,"Magdalene Sisters, The (2002)",3,1,2011,
2405,"Page Turner, The (2006)",3,1,2011,
2406,Women on the Verge of a Nervous Breakdown (1988),3,1,2011,
2407,Tender Comrade (1943),3,1,2011,
2408,&#39;Merci la vie&#39; (1991),3,1,2011,
2409,Margot at the Wedding (2007),3,1,2011,
2410,High Sierra (1941),1,0,2011,
2411,Green Lantern (2011),1,0,2011,1473.0
2412,Rent (2005),3,1,2011,
2413,"Great White Silence, The (1924)",0,0,2011,
2414,"Man Who Cried, The (2000)",3,1,2011,
2415,Howards End (1992),3,1,2011,
2416,Nanny McPhee and the Big Bang (2010),3,1,2011,2441.0
2417,Charlie and the Chocolate Factory (2005),3,1,2011,456.0
2418,"Twilight Samurai, The (2002)",3,1,2011,
2420,Fire Down Below (1957),0,0,2011,
2421,Armed and Dangerous (1986),1,0,2011,
2422,Butterfly Kiss (1995),3,1,2011,
2423,Chasing Amy (1997),3,1,2011,8763.0
2425,Mr. Popper&#39;s Penguins (2011),1,0,2011,
2426,Hobson&#39;s Choice (1954),3,1,2011,
2427,Calamity Jane (1953),3,1,2011,
2428,Two Mules for Sister Sara (1970),3,1,2011,8974.0
2429,"Heaven Knows, Mr. Allison (1957)",0,0,2011,
2430,"Music Man, The (1962)",3,1,2011,
2431,Thoroughly Modern Millie (1967),3,1,2011,
2432,Twin Peaks: Fire Walk With Me (1992),3,1,2011,
2433,Jamie and Jessie Are Not Together (2011),3,1,2011,
2434,"Enchanted Cottage, The (1945)",3,1,2011,
2435,Paper Heart (2009),3,1,2011,
2436,"Wolf Man, The (1941)",2,0,2011,
2437,Radio Days (1987),1,0,2011,
2438,"Bad Lieutenant: Port of Call - New Orleans, The (2009)",3,1,2011,
2439,Le h&eacute;risson (2009),3,1,2011,
2440,Get Real (1998),2,0,2011,
2441,A Good Woman (2004),3,1,2011,
2442,Edward Scissorhands (1990),3,1,2011,
2443,Eyes Wide Open (2009),1,0,2011,
2444,A Touch of Class (1973),2,0,2011,
2445,Mr. Blandings Builds His Dream House (1948),3,1,2011,
2446,Cheers for Miss Bishop (1941),3,1,2011,
2447,Sleeper (1973),1,0,2011,
2449,"English Patient, The (1996)",3,1,2011,
2450,24 Hour Party People (2002),1,0,2011,
2451,Bad Teacher (2011),3,1,2011,4938.0
2452,Hana and Alice (2004),3,1,2011,
2454,Alice (2009),3,1,2011,
2455,Daughters of the Dust (1991),3,1,2011,
2456,"Prime of Miss Jean Brodie, The (1969)",3,1,2011,
2457,Sarafina! (1992),3,1,2011,
2458,Sisters in Law (2005),3,1,2011,
2459,Pink Saris (2010),3,1,2011,
2460,Rough Aunties (2008),3,1,2011,
2461,Rain (2008),3,1,2011,
2462,Hairspray (1988),3,1,2011,8095.0
2463,Bill &amp; Ted&#39;s Excellent Adventure (1989),2,0,2011,
2464,Kaiji: The Ultimate Gambler (2009),0,0,2011,
2465,Bandage (2010),3,1,2011,
2466,Leaving Normal (1992),3,1,2011,
2467,Boys Town (1938),0,0,2011,
2468,Men of Boys Town (1941),1,0,2011,
2469,Transformers: Dark of the Moon (2011),3,1,2011,5318.0
2470,Mega Shark vs Giant Octopus (2009),0,0,2011,
2471,Angel Heart (1987),1,0,2011,6521.0
2472,Bratz (2007),3,1,2011,6780.0
2473,Hostel: Part II (2007),3,1,2011,3233.0
2475,Primary Colors (1998),3,1,2011,
2476,Dracula (Horror of Dracula) (1958),3,1,2011,
2477,Marion Bridge (2002),3,1,2011,
2478,Eagle vs Shark (2007),3,1,2011,
2479,Midnight in Paris (2011),3,1,2011,4799.0
2480,Beginners (2010),1,0,2011,
2481,Post Mortem (2010),1,0,2011,
2482,Happythankyoumoreplease (2010),1,0,2011,
2483,Zulu (1964),0,0,2011,8258.0
2484,"Fog, The (1980)",3,1,2011,
2485,Satisfaction (1988),3,1,2011,
2486,Road to Perdition (2002),0,0,2011,6166.0
2487,That Darn Cat! (1965),3,1,2011,
2488,She-Devil (1989),3,1,2011,
2491,An American Tail: Fievel Goes West (1991),3,1,2011,4313.0
2493,Beaches (1988),3,1,2011,
2494,Paradise Road (1997),3,1,2011,
2495,Cabin Fever (2002),3,1,2011,
2496,Nosferatu the Vampyre (1979),0,0,2011,6382.0
2497,"Unleashed, The (2011)",3,1,2011,
2498,Notes on a Scandal (2006),3,1,2011,
2499,"Barbarian Invasions, The (2003)",3,1,2011,
2503,Palindromes (2004),1,0,2011,
2504,Single White Female (1992),3,1,2011,8641.0
2505,Big Business (1988),3,1,2011,
2506,This is My Life (1992),3,1,2011,
2508,Panic Room (2002),3,1,2011,4968.0
2509,Flightplan (2005),3,1,2011,4345.0
2511,Strangers with Candy (2005),3,1,2011,
2512,Horrible Bosses (2011),3,1,2011,2888.0
2513,Arrietty (2010),3,1,2011,
2514,Duck Season (2004),1,0,2011,
2515,Dogville (2003),3,1,2011,
2516,35 Shots of Rum (2008),3,1,2011,
2517,"Hidden Half (Nimeh-ye penhan), The (2001)",3,1,2011,
2518,Fun with Dick and Jane (2005),3,1,2011,5669.0
2519,Fracture (2007),1,0,2011,3880.0
2520,Smultronst&auml;llet (Wild Strawberries) (1957),2,0,2011,
2521,Shattered Glass (2003),2,0,2011,
2522,Dark Water (2005),3,1,2011,7059.0
2523,Baby Boom (1987),3,1,2011,
2524,3 Women (1977),3,1,2011,
2525,A Prairie Home Companion (2006),3,1,2011,
2526,"Idiots, The (1998)",3,1,2011,
2528,All Dogs Go to Heaven (1989),3,1,2011,3791.0
2529,Young People Fucking (2007),1,0,2011,
2530,Les Douze Travaux d&#146;Ast&eacute;rix (the Twelve Tasks of Asterix) (1976),1,0,2011,
2531,Ast&eacute;rix et la Surprise de C&eacute;asar (Asterix vs. Caesar) (1985),0,0,2011,
2532,Ultraviolet (2006),1,0,2011,9185.0
2534,House (1977),3,1,2011,
2535,"Shadow, The (1994)",0,0,2011,
